lsms_id,country,cluster_id,year,lat,lon,asset_index,n
ng_5660813978_2015,ng,5660813978,2015,5.26959130436,6.30405776041,-0.6032759046842084,8
ng_566082748_2010,ng,566082748,2010,4.93711593292,6.36422666906,2.3139397375694535,6
ng_566082748_2015,ng,566082748,2015,4.93711593292,6.36422666906,2.0070475441291773,6
ng_599012398_2010,ng,599012398,2010,5.93434596942,8.14702576943,1.2484598699206209,4
ng_599012398_2015,ng,599012398,2015,5.93434596942,8.14702576943,0.8496577921240261,4
ng_59903248_2010,ng,59903248,2010,5.05398782837,8.42242009772,1.4035078892894841,6
ng_59903248_2015,ng,59903248,2015,5.05398782837,8.42242009772,1.8127524892129565,6
ng_599052978_2010,ng,599052978,2010,6.71628234929,8.94761488299,-0.1402592162084863,4
ng_599052978_2015,ng,599052978,2015,6.71628234929,8.94761488299,1.7478408352696648,4
ng_5990721446_2010,ng,5990721446,2010,6.48675916551,9.15791712715,1.0212110450399727,8
ng_5990721446_2015,ng,5990721446,2015,6.48675916551,9.15791712715,2.079187148892064,8
ng_599081278_2010,ng,599081278,2010,5.05073911243,8.33941410449,2.3287503677788544,7
ng_599081278_2015,ng,599081278,2015,5.05073911243,8.33941410449,1.8633219737476578,7
ng_599122102_2010,ng,599122102,2010,6.69323689452,9.22460085821,1.2063260264294735,7
ng_599122102_2015,ng,599122102,2015,6.69323689452,9.22460085821,1.2470294747363284,7
ng_5991322266_2010,ng,5991322266,2010,6.15849115609,8.36649395856,-0.8306493993538775,4
ng_5991322266_2015,ng,5991322266,2015,6.15849115609,8.36649395856,-0.9431225687745998,4
ng_5991511390_2010,ng,5991511390,2010,5.10748991826,8.18243277741,0.608991967350519,5
ng_5991511390_2015,ng,5991511390,2015,5.10748991826,8.18243277741,0.2887059706045672,5
ng_5991621068_2010,ng,5991621068,2010,6.50579840795,8.87016201696,1.4043611723574618,8
ng_5991621068_2015,ng,5991621068,2015,6.50579840795,8.87016201696,2.534804192022636,8
ng_5991711254_2010,ng,5991711254,2010,5.817367247,8.08849790176,1.356278048471886,8
ng_5991711254_2015,ng,5991711254,2015,5.817367247,8.08849790176,1.6184758425456796,8
ng_599182834_2010,ng,599182834,2010,6.80038984022,8.92703039084,-0.6358669477743542,4
ng_599182834_2015,ng,599182834,2015,6.80038984022,8.92703039084,-0.617749907584543,4
ng_613130111206_2010,ng,613130111206,2010,7.61626984968,5.20515120732,2.9172045925025083,5
ng_613130111206_2015,ng,613130111206,2015,7.61626984968,5.20515120732,2.5569995972944404,5
ng_61313031626_2010,ng,61313031626,2010,7.72299962882,5.7230213615,1.5729423417701245,6
ng_61313031626_2015,ng,61313031626,2015,7.72299962882,5.7230213615,1.1187924366108486,6
ng_613130511232_2010,ng,613130511232,2010,7.60165054852,5.00019484456,1.4244198348442634,5
ng_613130511232_2015,ng,613130511232,2015,7.60165054852,5.00019484456,1.7934608058163652,5
ng_6131305210_2010,ng,6131305210,2010,7.83990187571,4.92200036268,0.774376806284508,8
ng_6131305210_2015,ng,6131305210,2015,7.83990187571,4.92200036268,1.6086003214701277,8
ng_61313071268_2010,ng,61313071268,2010,7.62206362788,5.37763959247,1.8594060985895966,4
ng_61313071268_2015,ng,61313071268,2015,7.62206362788,5.37763959247,2.150238969795934,4
ng_61313092674_2010,ng,61313092674,2010,7.88418905546,5.00894494098,-0.37232304010531697,7
ng_61313092674_2015,ng,61313092674,2015,7.88418905546,5.00894494098,-0.12192585271987062,7
ng_613131416_2010,ng,613131416,2010,7.46485632748,5.4293907403,1.9315097714494558,7
ng_613131416_2015,ng,613131416,2015,7.46485632748,5.4293907403,2.1925089615864497,7
ng_62424011766_2010,ng,62424011766,2010,6.63036521164,3.31816332437,2.277235446633754,6
ng_62424011766_2015,ng,62424011766,2015,6.63036521164,3.31816332437,2.051426072781581,6
ng_624240311588_2010,ng,624240311588,2010,6.64530644829,3.30560856778,2.9245409884290012,4
ng_624240311588_2015,ng,624240311588,2015,6.64530644829,3.30560856778,2.6432254598871445,4
ng_624240313592_2010,ng,624240313592,2010,6.60106374452,3.30792972603,1.917434910183948,5
ng_624240313592_2015,ng,624240313592,2015,6.60106374452,3.30792972603,2.0823885338116495,5
ng_62424031674_2010,ng,62424031674,2010,6.65330181734,3.26893565308,2.518416202593382,8
ng_62424031674_2015,ng,62424031674,2015,6.65330181734,3.26893565308,2.3849080080700014,8
ng_624240317586_2010,ng,624240317586,2010,6.50189424991,3.24117564542,2.3081889681834307,8
ng_624240317586_2015,ng,624240317586,2015,6.50189424991,3.24117564542,2.489460048854286,8
ng_62424051134_2010,ng,62424051134,2010,6.47669421647,3.35082050227,1.737685760930839,7
ng_62424051134_2015,ng,62424051134,2015,6.47669421647,3.35082050227,1.6927606827116866,7
ng_62424072396_2010,ng,62424072396,2010,6.65413238327,3.83758150929,1.2508343118334413,9
ng_62424072396_2015,ng,62424072396,2015,6.65413238327,3.83758150929,1.512654528163085,9
ng_624240812074_2010,ng,624240812074,2010,6.50045244209,3.59690898231,2.942500161797742,7
ng_624240812074_2015,ng,624240812074,2015,6.50045244209,3.59690898231,2.8169758090951382,7
ng_62424111788_2010,ng,62424111788,2010,6.59894318499,3.32829954463,2.610638946771864,5
ng_62424111788_2015,ng,62424111788,2015,6.59894318499,3.32829954463,2.434943077986139,5
ng_624241212798_2010,ng,624241212798,2010,6.60385096475,3.49602227601,2.2220841673613854,9
ng_624241212798_2015,ng,624241212798,2015,6.60385096475,3.49602227601,1.9007742529146106,9
ng_62424131306_2010,ng,62424131306,2010,6.58890953692,3.37870207828,2.664809867462137,8
ng_62424131306_2015,ng,62424131306,2015,6.58890953692,3.37870207828,2.5775523368723094,8
ng_62424151696_2010,ng,62424151696,2010,6.49837750849,3.38904971244,1.8891513811816245,7
ng_62424151696_2015,ng,62424151696,2015,6.49837750849,3.38904971244,1.8950678215019439,7
ng_62424171112_2010,ng,62424171112,2010,6.50720123836,3.19201461276,1.6046386464856628,10
ng_62424171112_2015,ng,62424171112,2015,6.50720123836,3.19201461276,1.2809572967118625,10
ng_62424171924_2010,ng,62424171924,2010,6.45554810442,3.1662651602,2.172629596297209,8
ng_62424171924_2015,ng,62424171924,2015,6.45554810442,3.1662651602,2.43219776606108,8
ng_624241811770_2010,ng,624241811770,2010,6.49678035701,3.31637263591,2.2592039849803967,8
ng_624241811770_2015,ng,624241811770,2015,6.49678035701,3.31637263591,1.8898616410908253,8
ng_62424191330_2010,ng,62424191330,2010,6.53433439066,3.38757029698,2.2415179237802305,6
ng_62424191330_2015,ng,62424191330,2015,6.53433439066,3.38757029698,2.570105607327311,6
ng_62424201402_2010,ng,62424201402,2010,6.49296228892,3.31885987407,2.232769651457322,3
ng_62424201402_2015,ng,62424201402,2015,6.49296228892,3.31885987407,1.596754558865721,3
ng_62727011506_2010,ng,62727011506,2010,7.17049054387,3.33525624451,2.2713375601122006,6
ng_62727011506_2015,ng,62727011506,2015,7.17049054387,3.33525624451,2.618725240749651,6
ng_627270311076_2010,ng,627270311076,2010,6.70744963598,3.28768108533,2.163333579239144,8
ng_627270311076_2015,ng,627270311076,2015,6.70744963598,3.28768108533,2.0367830438518864,8
ng_627270311612_2010,ng,627270311612,2010,6.70773000195,3.24220248127,2.1262068847551805,5
ng_627270311612_2015,ng,627270311612,2015,6.70773000195,3.24220248127,2.0217549794425973,5
ng_62727042204_2010,ng,62727042204,2010,7.2095517303,3.01948250285,-0.045677603124472416,4
ng_62727042204_2015,ng,62727042204,2015,7.2095517303,3.01948250285,-0.31397789495500916,4
ng_627270711410_2010,ng,627270711410,2010,6.69062278476,3.29377484926,1.6756092600187458,8
ng_627270711410_2015,ng,627270711410,2015,6.69062278476,3.29377484926,2.2603380445794716,8
ng_627270712136_2010,ng,627270712136,2010,6.66794394016,3.32278630171,1.1371901466918084,4
ng_627270712136_2015,ng,627270712136,2015,6.66794394016,3.32278630171,1.9323468086197768,4
ng_627270911646_2010,ng,627270911646,2010,6.94607655044,3.91648964653,0.7094124439489663,5
ng_627270911646_2015,ng,627270911646,2015,6.94607655044,3.91648964653,1.7474128454218196,5
ng_62727111710_2010,ng,62727111710,2010,6.81385092027,3.9216782682,1.830757084768597,8
ng_62727111710_2015,ng,62727111710,2015,6.81385092027,3.9216782682,2.4112482333678162,8
ng_62727122110_2010,ng,62727122110,2010,6.9622348347,3.65447486882,3.076214691251528,4
ng_62727122110_2015,ng,62727122110,2015,6.9622348347,3.65447486882,2.2330852046645915,4
ng_62727152752_2010,ng,62727152752,2010,7.01328752039,3.5581495363,-0.6574276331437735,3
ng_62727152752_2015,ng,62727152752,2015,7.01328752039,3.5581495363,-0.572620745547656,3
ng_62727192100_2010,ng,62727192100,2010,7.00887166636,3.80461643473,-0.04481160327638571,4
ng_62727192100_2015,ng,62727192100,2015,7.00887166636,3.80461643473,1.739677977500998,4
ng_62828022566_2010,ng,62828022566,2010,7.62842757176,5.73993434174,1.797840832672897,6
ng_62828022566_2015,ng,62828022566,2015,7.62842757176,5.73993434174,1.8042878530036626,6
ng_62828041340_2010,ng,62828041340,2010,7.4784735717,5.7386355919,1.9645352554883422,4
ng_62828041340_2015,ng,62828041340,2015,7.4784735717,5.7386355919,1.3552675112886101,4
ng_62828061164_2010,ng,62828061164,2010,7.29990524986,5.1701071426,3.138451985393203,7
ng_62828061164_2015,ng,62828061164,2015,7.29990524986,5.1701071426,2.8149654311721886,7
ng_628280721266_2010,ng,628280721266,2010,6.19155497242,5.06145630033,0.9375656927018041,9
ng_628280721266_2015,ng,628280721266,2015,6.19155497242,5.06145630033,-0.6214787347847304,9
ng_628281013722_2010,ng,628281013722,2010,6.01584229399,4.88254321566,1.5149409695092726,4
ng_628281013722_2015,ng,628281013722,2015,6.01584229399,4.88254321566,0.2754371664103632,4
ng_628281022394_2010,ng,628281022394,2010,6.21969774922,4.65801363847,1.1140084352991546,7
ng_628281022394_2015,ng,628281022394,2015,6.21969774922,4.65801363847,0.5405906344480619,7
ng_62828112588_2010,ng,62828112588,2010,7.24489609069,4.83166821641,-0.4962736170109164,7
ng_62828112588_2015,ng,62828112588,2015,7.24489609069,4.83166821641,-0.852246036863945,7
ng_62828132612_2010,ng,62828132612,2010,6.79027591066,4.4881754665,-0.48831687106834437,7
ng_62828132612_2015,ng,62828132612,2015,6.79027591066,4.4881754665,-0.3489832704381057,7
ng_628281411876_2010,ng,628281411876,2010,6.49405351597,4.74113115164,0.8836760147915677,5
ng_628281411876_2015,ng,628281411876,2015,6.49405351597,4.74113115164,2.6327909781131256,5
ng_628281612302_2010,ng,628281612302,2010,6.92855674353,4.79402894454,-0.08398691926955451,7
ng_628281612302_2015,ng,628281612302,2015,6.92855674353,4.79402894454,0.12467896131523977,7
ng_628281623944_2010,ng,628281623944,2010,7.02536234292,4.65917597699,-0.18125531830680353,4
ng_628281623944_2015,ng,628281623944,2015,7.02536234292,4.65917597699,0.8975724016024947,4
ng_629290211028_2010,ng,629290211028,2010,7.63424970989,4.25444689504,0.3965939388496154,8
ng_629290211028_2015,ng,629290211028,2015,7.63424970989,4.25444689504,1.0953628215545665,8
ng_629290511096_2010,ng,629290511096,2010,7.9085792557,4.68735434357,-0.060491905489042194,5
ng_629290511096_2015,ng,629290511096,2015,7.9085792557,4.68735434357,2.0793266054796415,5
ng_62929051384_2010,ng,62929051384,2010,7.93123660997,4.71991263524,1.998739908072245,6
ng_62929051384_2015,ng,62929051384,2015,7.93123660997,4.71991263524,1.7971426870488552,6
ng_62929092220_2010,ng,62929092220,2010,7.84630300853,4.52226616826,0.7174750852328622,8
ng_62929092220_2015,ng,62929092220,2015,7.84630300853,4.52226616826,0.7732807303552367,8
ng_62929101350_2010,ng,62929101350,2010,7.49739372718,4.53769734933,2.747868668103186,9
ng_62929101350_2015,ng,62929101350,2015,7.49739372718,4.53769734933,2.319739713126693,9
ng_62929111746_2010,ng,62929111746,2010,7.46997710189,4.56649950107,2.444660673304432,6
ng_62929111746_2015,ng,62929111746,2015,7.46997710189,4.56649950107,1.8135173322107532,6
ng_629291121870_2010,ng,629291121870,2010,7.42542311313,4.5521340059,0.1746067637797362,8
ng_629291121870_2015,ng,629291121870,2015,7.42542311313,4.5521340059,-0.9215702099570291,8
ng_62929141214_2010,ng,62929141214,2010,8.0419742501000009,5.04121203164,2.0499380886790295,8
ng_62929141214_2015,ng,62929141214,2015,8.0419742501000009,5.04121203164,2.7596396584141942,8
ng_62929181952_2010,ng,62929181952,2010,7.63633308132,4.7885729038,1.4885636990408602,3
ng_62929181952_2015,ng,62929181952,2015,7.63633308132,4.7885729038,2.5026275945213987,3
ng_629292011210_2010,ng,629292011210,2010,7.37946116473,4.17270774675,1.0619913911451737,5
ng_629292011210_2015,ng,629292011210,2015,7.37946116473,4.17270774675,1.3694426459751181,5
ng_62929201506_2010,ng,62929201506,2010,7.37786817355,4.18305513144,2.2127315269551717,5
ng_62929201506_2015,ng,62929201506,2015,7.37786817355,4.18305513144,1.6782800799415198,5
ng_629292021628_2010,ng,629292021628,2010,7.35893181932,4.39502249912,-0.32658436169534855,8
ng_629292021628_2015,ng,629292021628,2015,7.35893181932,4.39502249912,-0.8197019332908144,8
ng_62929231396_2010,ng,62929231396,2010,7.77312939035,4.78598293313,1.712722732667012,9
ng_62929231396_2015,ng,62929231396,2015,7.77312939035,4.78598293313,2.2929328635871595,9
ng_629292321126_2010,ng,629292321126,2010,7.79737988888,4.77880287277,0.5880802171535763,8
ng_629292321126_2015,ng,629292321126,2015,7.79737988888,4.77880287277,2.277829022431644,8
ng_629292711124_2010,ng,629292711124,2010,7.76981625019,4.56251682285,2.040566110162804,8
ng_629292711124_2015,ng,629292711124,2015,7.76981625019,4.56251682285,1.5149973527893672,8
ng_629293011300_2010,ng,629293011300,2010,7.75268334939,4.55402517616,0.9435623589580789,9
ng_629293011300_2015,ng,629293011300,2015,7.75268334939,4.55402517616,1.5922004768060216,9
ng_629293011418_2010,ng,629293011418,2010,7.75799548621,4.5611510431,1.0727195550437125,8
ng_629293011418_2015,ng,629293011418,2015,7.75799548621,4.5611510431,1.284400788413998,8
ng_62929301530_2010,ng,62929301530,2010,7.75634569439,4.54948169538,1.2170247358063213,8
ng_62929301530_2015,ng,62929301530,2015,7.75634569439,4.54948169538,1.1937619846134906,8
ng_630300211264_2010,ng,630300211264,2010,7.53436805391,3.92693336156,1.868234253229342,5
ng_630300211264_2015,ng,630300211264,2015,7.53436805391,3.92693336156,1.485855327290541,5
ng_630300211310_2010,ng,630300211310,2010,7.52376225446,3.89493785503,1.660193769499601,3
ng_630300211310_2015,ng,630300211310,2015,7.52376225446,3.89493785503,2.3460097832704383,3
ng_63030042216_2010,ng,63030042216,2010,8.32841838002,3.56125462387,-0.9913211383921173,5
ng_63030042216_2015,ng,63030042216,2015,8.32841838002,3.56125462387,-0.33263917232494766,5
ng_630300512870_2010,ng,630300512870,2010,7.39648950533,3.98182282721,2.488478027155511,6
ng_630300512870_2015,ng,630300512870,2015,7.39648950533,3.98182282721,2.9233719926044026,6
ng_630300512942_2010,ng,630300512942,2010,7.37355391494,3.98900585707,3.4455286268453285,5
ng_630300512942_2015,ng,630300512942,2015,7.37355391494,3.98900585707,3.6978448071117054,5
ng_630300711624_2010,ng,630300711624,2010,7.39917871104,3.91948742003,1.9118767292102838,8
ng_630300711624_2015,ng,630300711624,2015,7.39917871104,3.91948742003,1.5259591904899819,8
ng_630300911642_2010,ng,630300911642,2010,7.35808994871,3.91623048611,1.7876770685388133,5
ng_630300911642_2015,ng,630300911642,2015,7.35808994871,3.91623048611,1.7404323343884853,5
ng_63030091764_2010,ng,63030091764,2010,7.37200520944,3.91770305651,2.441167873787002,4
ng_63030091764_2015,ng,63030091764,2015,7.37200520944,3.91770305651,1.3914809996930033,4
ng_630301011762_2010,ng,630301011762,2010,7.38892819652,3.89482817894,0.6846510619961664,3
ng_630301011762_2015,ng,630301011762,2015,7.38892819652,3.89482817894,0.9616091937960944,3
ng_63030142120_2010,ng,63030142120,2010,7.58639772801,3.56382399982,-0.018360126102601335,9
ng_63030142120_2015,ng,63030142120,2015,7.58639772801,3.56382399982,0.08774900871947273,9
ng_630301521688_2010,ng,630301521688,2010,9.08945959452,3.78671717101,-0.44647902990242117,6
ng_630301521688_2015,ng,630301521688,2015,9.08945959452,3.78671717101,-0.6912600695646978,6
ng_63030161390_2010,ng,63030161390,2010,7.98153287211,3.59347717923,0.6685844292722479,5
ng_63030161390_2015,ng,63030161390,2015,7.98153287211,3.59347717923,0.44342398751921464,5
ng_63030182914_2010,ng,63030182914,2010,7.95773268283,3.15073058731,-1.2074886737018253,4
ng_63030182914_2015,ng,63030182914,2015,7.95773268283,3.15073058731,-1.2404114709708378,4
ng_63030201322_2010,ng,63030201322,2010,7.43163396744,3.95127212797,3.7198128259169505,4
ng_63030201322_2015,ng,63030201322,2015,7.43163396744,3.95127212797,4.254385599399415,4
ng_630302411406_2010,ng,630302411406,2010,7.31804344148,3.89513103445,2.8940761873938396,6
ng_630302411406_2015,ng,630302411406,2015,7.31804344148,3.89513103445,2.5200938051268014,6
ng_630302411924_2010,ng,630302411924,2010,7.30081530784,3.86898330777,3.3557439003814262,10
ng_630302411924_2015,ng,630302411924,2015,7.30081530784,3.86898330777,3.565192416672037,10
ng_630302512052_2010,ng,630302512052,2010,7.35828832308,3.9598512318,1.5912485937144898,7
ng_630302512052_2015,ng,630302512052,2015,7.35828832308,3.9598512318,2.3981001615003716,7
ng_63030301946_2010,ng,63030301946,2010,7.86320958848,3.91913721389,1.636877344934041,7
ng_63030301946_2015,ng,63030301946,2015,7.86320958848,3.91913721389,0.8807537866136569,7
ng_630303211088_2010,ng,630303211088,2010,8.67984677076,3.39735353797,2.1466439828103767,7
ng_630303211088_2015,ng,630303211088,2015,8.67984677076,3.39735353797,3.0098845563846597,7
ng_63030322520_2010,ng,63030322520,2010,8.65495911471,2.96908456774,-0.8090176574482083,4
ng_63030322520_2015,ng,63030322520,2015,8.65495911471,2.96908456774,0.010222105903789469,4
ng_63030332554_2010,ng,63030332554,2010,8.1299959029,4.3959858225,-1.0833233558289577,5
ng_63030332554_2015,ng,63030332554,2015,8.1299959029,4.3959858225,-1.1902314340138258,5
tz_0101014002_2008,tz,0101014002,2008,-5.085750102996826,35.85438919067383,-1.053522580080488,3
tz_0101014002_2012,tz,0101014002,2012,-5.085750102996826,35.85438919067383,-0.9702606887882566,3
tz_0102003003_2008,tz,0102003003,2008,-6.456620216369629,36.72285842895508,-0.02181973966835743,3
tz_0102003003_2012,tz,0102003003,2012,-6.456620216369629,36.72285842895508,0.2716676555418746,3
tz_0102017003_2008,tz,0102017003,2008,-6.614009857177734,36.50865936279297,-1.659559106763496,3
tz_0102017003_2012,tz,0102017003,2012,-6.614009857177734,36.50865936279297,-1.3077506927997553,3
tz_0103013004_2008,tz,0103013004,2008,-6.177249908447266,36.47574996948242,-1.2080736245024106,3
tz_0103013004_2012,tz,0103013004,2012,-6.177249908447266,36.47574996948242,-0.8865990488371052,3
tz_0104017304_2008,tz,0104017304,2008,-6.391560077667236,35.896209716796875,-0.7343908469670847,5
tz_0104017304_2012,tz,0104017304,2012,-6.391560077667236,35.896209716796875,-0.10647509039791819,5
tz_0104038003_2008,tz,0104038003,2008,-5.953279972076416,35.244380950927734,-1.3363966478859344,4
tz_0104038003_2012,tz,0104038003,2012,-5.953279972076416,35.244380950927734,-1.6598294134165401,4
tz_0105009003_2008,tz,0105009003,2008,-5.993730068206787,35.85197830200195,-1.1414322451481347,4
tz_0105009003_2012,tz,0105009003,2012,-5.993730068206787,35.85197830200195,-0.864553231232631,4
tz_0201011001_2008,tz,0201011001,2008,-2.9963901042938232,36.01396179199219,-1.1412861133883712,4
tz_0201011001_2012,tz,0201011001,2012,-2.9963901042938232,36.01396179199219,-0.9862920466307739,4
tz_0202011303_2008,tz,0202011303,2008,-3.350909948348999,36.89004135131836,0.279574867686276,3
tz_0202011303_2012,tz,0202011303,2012,-3.350909948348999,36.89004135131836,0.6575319736774589,3
tz_0202012001_2008,tz,0202012001,2008,-3.4244000911712646,36.839698791503906,-0.01289541260467358,7
tz_0202012001_2012,tz,0202012001,2012,-3.4244000911712646,36.839698791503906,0.7517924250746956,7
tz_0202024305_2008,tz,0202024305,2008,-3.4163401126861572,36.64162826538086,-0.35730567649219586,5
tz_0202024305_2012,tz,0202024305,2012,-3.4163401126861572,36.64162826538086,0.9711979874227872,5
tz_0203009002_2008,tz,0203009002,2008,-3.4803199768066406,36.70206832885742,-1.2865834541233452,3
tz_0203009002_2012,tz,0203009002,2012,-3.4803199768066406,36.70206832885742,-0.7325589414362497,3
tz_0203010357_2008,tz,0203010357,2008,-3.3751299381256104,36.68608093261719,0.3894356847338452,5
tz_0203010357_2012,tz,0203010357,2012,-3.3751299381256104,36.68608093261719,0.9392831589813363,5
tz_0203013019_2008,tz,0203013019,2008,-3.3864200115203857,36.65679168701172,1.7122427138500245,5
tz_0203013019_2012,tz,0203013019,2012,-3.3864200115203857,36.65679168701172,2.0613145833105255,5
tz_0204001001_2008,tz,0204001001,2008,-3.3641300201416016,35.80253982543945,0.20652938185029385,6
tz_0204001001_2012,tz,0204001001,2012,-3.3641300201416016,35.80253982543945,1.1805628899027854,6
tz_0204001002_2008,tz,0204001002,2008,-3.372189998626709,35.707210540771484,-1.078599818533503,4
tz_0204001002_2012,tz,0204001002,2012,-3.372189998626709,35.707210540771484,-1.0125187904754003,4
tz_0301006003_2008,tz,0301006003,2008,-3.196660041809082,37.615379333496094,-0.005252639224063254,6
tz_0301006003_2012,tz,0301006003,2012,-3.196660041809082,37.615379333496094,0.9527009607310131,6
tz_0301012002_2008,tz,0301012002,2008,-3.1111600399017334,37.596439361572266,-1.0120057292944018,7
tz_0301012002_2012,tz,0301012002,2012,-3.1111600399017334,37.596439361572266,-0.4153876137887503,7
tz_0301014002_2008,tz,0301014002,2008,-3.0966598987579346,37.63920974731445,-1.3828500997720479,5
tz_0301014002_2012,tz,0301014002,2012,-3.0966598987579346,37.63920974731445,-0.880048982286966,5
tz_0302004003_2008,tz,0302004003,2008,-3.640010118484497,37.655879974365234,0.8947007756051512,7
tz_0302004003_2012,tz,0302004003,2012,-3.640010118484497,37.655879974365234,1.2399458176177656,7
tz_0302007301_2008,tz,0302007301,2008,-3.786530017852783,37.71141052246094,-0.23809815345811156,3
tz_0302007301_2012,tz,0302007301,2012,-3.786530017852783,37.71141052246094,0.23356439806434878,3
tz_0303023303_2008,tz,0303023303,2008,-4.341030120849609,37.843849182128906,-0.3107954139133236,4
tz_0303023303_2012,tz,0303023303,2012,-4.341030120849609,37.843849182128906,0.9373948609826517,4
tz_0304002001_2008,tz,0304002001,2008,-3.2631099224090576,37.576988220214844,-0.7048550131162453,6
tz_0304002001_2012,tz,0304002001,2012,-3.2631099224090576,37.576988220214844,0.9288043585008711,6
tz_0304014003_2008,tz,0304014003,2008,-3.330019950866699,37.38288116455078,1.5424411556517588,8
tz_0304014003_2012,tz,0304014003,2012,-3.330019950866699,37.38288116455078,2.0309634527918115,8
tz_0304031003_2008,tz,0304031003,2008,-3.309959888458252,37.473690032958984,0.3223421607583037,7
tz_0304031003_2012,tz,0304031003,2012,-3.309959888458252,37.473690032958984,0.6217778730767651,7
tz_0305004002_2008,tz,0305004002,2008,-3.2054100036621094,37.1875114440918,0.17836446431649913,7
tz_0305004002_2012,tz,0305004002,2012,-3.2054100036621094,37.1875114440918,0.2890739911409547,7
tz_0305010004_2008,tz,0305010004,2008,-3.310029983520508,37.06694030761719,-1.1751474044848038,5
tz_0305010004_2012,tz,0305010004,2012,-3.310029983520508,37.06694030761719,-1.0652394795014997,5
tz_0305013005_2008,tz,0305013005,2008,-3.3254899978637695,37.160099029541016,1.4959738284358937,7
tz_0305013005_2012,tz,0305013005,2012,-3.3254899978637695,37.160099029541016,1.8430115680732588,7
tz_0401015002_2008,tz,0401015002,2008,-4.708360195159912,38.645931243896484,-1.3999942326982417,7
tz_0401015002_2012,tz,0401015002,2012,-4.708360195159912,38.645931243896484,-1.1410664165723219,7
tz_0401027004_2008,tz,0401027004,2008,-4.718560218811035,38.284358978271484,-0.527583419144224,5
tz_0401027004_2012,tz,0401027004,2012,-4.718560218811035,38.284358978271484,-0.5989609652056496,5
tz_0402004005_2008,tz,0402004005,2008,-5.0278401374816895,38.560970306396484,-1.4785381595284073,4
tz_0402004005_2012,tz,0402004005,2012,-5.0278401374816895,38.560970306396484,-1.3030719992661841,4
tz_0402008352_2008,tz,0402008352,2008,-5.1726298332214355,38.471920013427734,-1.3960036508397764,5
tz_0402008352_2012,tz,0402008352,2012,-5.1726298332214355,38.471920013427734,-1.0721155204853023,5
tz_0402012002_2008,tz,0402012002,2008,-4.98130989074707,38.50667190551758,-1.6331690031741695,5
tz_0402012002_2012,tz,0402012002,2012,-4.98130989074707,38.50667190551758,-1.6228180017610556,5
tz_0403009003_2008,tz,0403009003,2008,-5.077310085296631,38.59897994995117,-0.5255596351385419,6
tz_0403009003_2012,tz,0403009003,2012,-5.077310085296631,38.59897994995117,-0.9368357431475594,6
tz_0403034001_2008,tz,0403034001,2008,-5.236700057983398,38.699989318847656,-1.4714199055881831,6
tz_0403034001_2012,tz,0403034001,2012,-5.236700057983398,38.699989318847656,-1.1007812574993712,6
tz_0404024003_2008,tz,0404024003,2008,-4.994530200958252,39.083518981933594,-1.0341769305156634,3
tz_0404024003_2012,tz,0404024003,2012,-4.994530200958252,39.083518981933594,-0.6101433131920814,3
tz_0405002005_2008,tz,0405002005,2008,-5.441850185394287,38.97126007080078,0.10242943481005548,5
tz_0405002005_2012,tz,0405002005,2012,-5.441850185394287,38.97126007080078,0.09516721546432316,5
tz_0405010004_2008,tz,0405010004,2008,-5.539569854736328,38.86109924316406,-1.298666878821056,4
tz_0405010004_2012,tz,0405010004,2012,-5.539569854736328,38.86109924316406,-0.8090355119085382,4
tz_0406003001_2008,tz,0406003001,2008,-5.7271599769592285,38.186180114746094,-1.4175651874922393,3
tz_0406003001_2012,tz,0406003001,2012,-5.7271599769592285,38.186180114746094,-1.2061787486406488,3
tz_0406017003_2008,tz,0406017003,2008,-5.6338300704956055,38.401588439941406,-1.8013204635553546,4
tz_0406017003_2012,tz,0406017003,2012,-5.6338300704956055,38.401588439941406,-1.26082733531148,4
tz_0406019002_2008,tz,0406019002,2008,-5.422979831695557,37.98640060424805,-1.4488318067275316,4
tz_0406019002_2012,tz,0406019002,2012,-5.422979831695557,37.98640060424805,-0.9005259342307631,4
tz_0407011002_2008,tz,0407011002,2008,-5.499770164489746,37.55691909790039,-1.4549779935500478,6
tz_0407011002_2012,tz,0407011002,2012,-5.499770164489746,37.55691909790039,-1.1287460807577927,6
tz_0501008005_2008,tz,0501008005,2008,-6.543300151824951,37.18170166015625,-1.5538632042338978,5
tz_0501008005_2012,tz,0501008005,2012,-6.543300151824951,37.18170166015625,-1.6195603884375664,5
tz_0501034002_2008,tz,0501034002,2008,-6.327270030975342,37.00638961791992,-1.5776286749713324,5
tz_0501034002_2012,tz,0501034002,2012,-6.327270030975342,37.00638961791992,-1.2903338885040272,5
tz_0502018007_2008,tz,0502018007,2008,-6.915550231933594,37.84035110473633,-1.115382243185465,5
tz_0502018007_2012,tz,0502018007,2012,-6.915550231933594,37.84035110473633,-0.7486500277232817,5
tz_0503008321_2008,tz,0503008321,2008,-8.132149696350098,36.66838073730469,1.2225787964755541,5
tz_0503008321_2012,tz,0503008321,2012,-8.132149696350098,36.66838073730469,2.1277627311707907,5
tz_0503010001_2008,tz,0503010001,2008,-8.103670120239258,36.50537109375,-1.0897367865195384,6
tz_0503010001_2012,tz,0503010001,2012,-8.103670120239258,36.50537109375,-0.2707636280051035,6
tz_0504005303_2008,tz,0504005303,2008,-8.664190292358398,36.720741271972656,0.035980464611607865,7
